Transaction,Instrument,Qty,Entry,Entry Price,Entry Time,Exit,Exit Price,Exit Time,Profit,Cumulative Profit
1149,NIFTY29AUG2425000PE,65,BUY,94.85,26 Aug 2024 10:45:14,SELL,99.55,26 Aug 2024 10:46:44,305.5,11531
1149,NIFTY29AUG2425050PE,65,SELL,117.95,26 Aug 2024 10:45:14,BUY,122.55,26 Aug 2024 10:47:00,-299,11531
1150,NIFTY29AUG2424950PE,65,BUY,56.95,27 Aug 2024 10:45:14,SELL,48.8,27 Aug 2024 11:00:29,-529.75,11670.75
1150,NIFTY29AUG2425000PE,65,SELL,77.05,27 Aug 2024 10:45:14,BUY,66.75,27 Aug 2024 11:00:29,669.5,11670.75
1151,NIFTY29AUG2425000PE,65,BUY,52.5,28 Aug 2024 10:45:14,SELL,55.1,28 Aug 2024 10:47:44,169,11664.25
1151,NIFTY29AUG2425050PE,65,SELL,75.2,28 Aug 2024 10:45:14,BUY,77.9,28 Aug 2024 10:48:00,-175.5,11664.25
1152,NIFTY29AUG2425050PE,65,BUY,19.3,29 Aug 2024 10:45:14,SELL,20.25,29 Aug 2024 10:46:44,61.75,11596
1152,NIFTY29AUG2425100PE,65,SELL,33.8,29 Aug 2024 10:45:14,BUY,35.8,29 Aug 2024 10:47:00,-130,11596
1153,NIFTY05SEP2425250PE,65,BUY,133.25,30 Aug 2024 10:45:14,SELL,113.2,30 Aug 2024 11:12:29,-1303.25,11771.5
1153,NIFTY05SEP2425300PE,65,SELL,158.85,30 Aug 2024 10:45:14,BUY,136.1,30 Aug 2024 11:12:29,1478.75,11771.5
1154,NIFTY05SEP2425350PE,65,BUY,135.75,02 Sep 2024 10:45:14,SELL,118.6,02 Sep 2024 11:11:29,-1114.75,11908
1154,NIFTY05SEP2425400PE,65,SELL,163.8,02 Sep 2024 10:45:14,BUY,144.55,02 Sep 2024 11:11:29,1251.25,11908
1155,NIFTY05SEP2425300PE,65,BUY,95.35,03 Sep 2024 10:45:14,SELL,100.1,03 Sep 2024 10:54:44,308.75,11895
1155,NIFTY05SEP2425350PE,65,SELL,122,03 Sep 2024 10:45:14,BUY,126.95,03 Sep 2024 10:55:00,-321.75,11895
1156,NIFTY05SEP2425150PE,65,BUY,105.5,04 Sep 2024 10:45:14,SELL,99.1,04 Sep 2024 10:47:00,-416,12044.5
1156,NIFTY05SEP2425200PE,65,SELL,138,04 Sep 2024 10:45:14,BUY,129.3,04 Sep 2024 10:47:00,565.5,12044.5
1157,NIFTY05SEP2425200PE,65,BUY,70.9,05 Sep 2024 10:45:14,SELL,53.2,05 Sep 2024 11:08:29,-1150.5,11352.25
1157,NIFTY05SEP2425250PE,65,SELL,110.05,05 Sep 2024 10:45:14,BUY,103,05 Sep 2024 15:25:00,458.25,11352.25
1158,NIFTY12SEP2424950PE,65,BUY,166.8,06 Sep 2024 10:45:14,SELL,175.1,06 Sep 2024 10:45:44,539.5,11050
1158,NIFTY12SEP2425000PE,65,SELL,192.7,06 Sep 2024 10:45:14,BUY,205.65,06 Sep 2024 10:46:00,-841.75,11050
1159,NIFTY12SEP2424900PE,65,BUY,120.1,09 Sep 2024 10:45:14,SELL,106.25,09 Sep 2024 10:47:29,-900.25,11245
1159,NIFTY12SEP2424950PE,65,SELL,145.85,09 Sep 2024 10:45:14,BUY,129,09 Sep 2024 10:47:29,1095.25,11245
1160,NIFTY12SEP2424950PE,65,BUY,106.15,10 Sep 2024 10:45:14,SELL,111.45,10 Sep 2024 10:46:44,344.5,11085.75
1160,NIFTY12SEP2425000PE,65,SELL,136.35,10 Sep 2024 10:45:14,BUY,144.1,10 Sep 2024 10:47:00,-503.75,11085.75
1161,NIFTY12SEP2425050PE,65,BUY,71.35,11 Sep 2024 10:45:14,SELL,74.9,11 Sep 2024 10:45:44,230.75,10965.5
1161,NIFTY12SEP2425100PE,65,SELL,98.6,11 Sep 2024 10:45:14,BUY,104,11 Sep 2024 10:46:00,-351,10965.5
1162,NIFTY12SEP2425000PE,65,BUY,69.4,12 Sep 2024 10:45:14,SELL,72.85,12 Sep 2024 10:45:44,224.25,10809.5
1162,NIFTY12SEP2425050PE,65,SELL,101.3,12 Sep 2024 10:45:14,BUY,107.15,12 Sep 2024 10:46:00,-380.25,10809.5
1163,NIFTY19SEP2425350PE,65,BUY,140.9,13 Sep 2024 10:45:14,SELL,128,13 Sep 2024 10:57:29,-838.5,10946
1163,NIFTY19SEP2425400PE,65,SELL,167,13 Sep 2024 10:45:14,BUY,152,13 Sep 2024 10:57:29,975,10946
1164,NIFTY19SEP2425400PE,65,BUY,108.1,16 Sep 2024 10:45:14,SELL,113.5,16 Sep 2024 10:57:44,351,11085.75
1164,NIFTY19SEP2425450PE,65,SELL,132.25,16 Sep 2024 10:45:14,BUY,135.5,16 Sep 2024 10:58:00,-211.25,11085.75
1165,NIFTY19SEP2425400PE,65,BUY,100.75,17 Sep 2024 10:45:14,SELL,88.5,17 Sep 2024 11:24:29,-796.25,11297
1165,NIFTY19SEP2425450PE,65,SELL,126.2,17 Sep 2024 10:45:14,BUY,110.7,17 Sep 2024 11:24:29,1007.5,11297
1166,NIFTY19SEP2425450PE,65,BUY,94.5,18 Sep 2024 10:45:14,SELL,99.2,18 Sep 2024 10:48:44,305.5,11206
1166,NIFTY19SEP2425500PE,65,SELL,119.3,18 Sep 2024 10:45:14,BUY,125.4,18 Sep 2024 10:49:00,-396.5,11206
1167,NIFTY19SEP2425500PE,65,BUY,29.15,19 Sep 2024 10:45:14,SELL,30.6,19 Sep 2024 10:45:44,94.25,11241.75
1167,NIFTY19SEP2425550PE,65,SELL,56.35,19 Sep 2024 10:45:14,BUY,57.25,19 Sep 2024 10:46:00,-58.5,11241.75
1168,NIFTY26SEP2425600PE,65,BUY,127.7,20 Sep 2024 10:45:14,SELL,134.05,20 Sep 2024 11:00:44,412.75,11313.25
1168,NIFTY26SEP2425650PE,65,SELL,147,20 Sep 2024 10:45:14,BUY,152.25,20 Sep 2024 11:01:00,-341.25,11313.25
1169,NIFTY26SEP2425800PE,65,BUY,104.2,23 Sep 2024 10:45:14,SELL,91,23 Sep 2024 11:04:14,-858,11443.25
1169,NIFTY26SEP2425850PE,65,SELL,125.15,23 Sep 2024 10:45:14,BUY,109.95,23 Sep 2024 11:04:14,988,11443.25
1170,NIFTY26SEP2425900PE,65,BUY,85.7,24 Sep 2024 10:45:14,SELL,89.95,24 Sep 2024 10:47:44,276.25,11436.75
1170,NIFTY26SEP2425950PE,65,SELL,106.8,24 Sep 2024 10:45:14,BUY,111.15,24 Sep 2024 10:48:00,-282.75,11436.75
1171,NIFTY26SEP2425850PE,65,BUY,52.35,25 Sep 2024 10:45:14,SELL,43.6,25 Sep 2024 11:07:29,-568.75,11609
1171,NIFTY26SEP2425900PE,65,SELL,72.3,25 Sep 2024 10:45:14,BUY,60.9,25 Sep 2024 11:07:29,741,11609
1172,NIFTY26SEP2426050PE,65,BUY,54.55,26 Sep 2024 10:45:14,SELL,57.25,26 Sep 2024 10:45:44,175.5,11706.5
1172,NIFTY26SEP2426100PE,65,SELL,76.55,26 Sep 2024 10:45:14,BUY,77.75,26 Sep 2024 10:46:00,-78,11706.5
1173,NIFTY03OCT2426350PE,65,BUY,163.95,27 Sep 2024 10:45:14,SELL,170,27 Sep 2024 10:58:00,393.25,11852.75
1173,NIFTY03OCT2426400PE,65,SELL,192.3,27 Sep 2024 10:45:14,BUY,196.1,27 Sep 2024 10:58:00,-247,11852.75
1174,NIFTY03OCT2426100PE,65,BUY,174.75,30 Sep 2024 10:45:14,SELL,183.45,30 Sep 2024 10:50:44,565.5,12018.5
1174,NIFTY03OCT2426150PE,65,SELL,208.45,30 Sep 2024 10:45:14,BUY,214.6,30 Sep 2024 10:51:00,-399.75,12018.5
1175,NIFTY03OCT2425850PE,65,BUY,148.4,01 Oct 2024 10:45:14,SELL,155.8,01 Oct 2024 10:45:44,481,11882
1175,NIFTY03OCT2425900PE,65,SELL,183,01 Oct 2024 10:45:14,BUY,192.5,01 Oct 2024 10:46:00,-617.5,11882
1176,NIFTY03OCT2425650PE,65,BUY,157.25,03 Oct 2024 10:45:14,SELL,155,03 Oct 2024 10:47:14,-146.25,12031.5
1176,NIFTY03OCT2425700PE,65,SELL,201.75,03 Oct 2024 10:45:14,BUY,197.2,03 Oct 2024 10:47:14,295.75,12031.5
1177,NIFTY10OCT2425400PE,65,BUY,210.3,04 Oct 2024 10:45:14,SELL,196.5,04 Oct 2024 10:45:29,-897,12210.25
1177,NIFTY10OCT2425450PE,65,SELL,237.6,04 Oct 2024 10:45:14,BUY,221.05,04 Oct 2024 10:45:29,1075.75,12210.25
1178,NIFTY10OCT2425100PE,65,BUY,218.35,07 Oct 2024 10:45:14,SELL,229.25,07 Oct 2024 10:45:44,708.5,10679.5
1178,NIFTY10OCT2425150PE,65,SELL,245.55,07 Oct 2024 10:45:14,BUY,280,07 Oct 2024 10:46:00,-2239.25,10679.5
1179,NIFTY10OCT2425050PE,65,BUY,228,08 Oct 2024 10:45:14,SELL,239.4,08 Oct 2024 10:45:44,741,10738
1179,NIFTY10OCT2425100PE,65,SELL,259,08 Oct 2024 10:45:14,BUY,269.5,08 Oct 2024 10:46:00,-682.5,10738
1180,NIFTY10OCT2425250PE,65,BUY,152.05,09 Oct 2024 10:45:14,SELL,128.5,09 Oct 2024 10:48:29,-1530.75,10923.25
1180,NIFTY10OCT2425300PE,65,SELL,184.7,09 Oct 2024 10:45:14,BUY,158.3,09 Oct 2024 10:48:29,1716,10923.25
1181,NIFTY10OCT2425150PE,65,BUY,125.75,10 Oct 2024 10:45:14,SELL,132,10 Oct 2024 10:46:44,406.25,10793.25
1181,NIFTY10OCT2425200PE,65,SELL,168.8,10 Oct 2024 10:45:14,BUY,177.05,10 Oct 2024 10:47:00,-536.25,10793.25
1182,NIFTY17OCT2425050PE,65,BUY,180.95,11 Oct 2024 10:45:14,SELL,174.05,11 Oct 2024 10:50:29,-448.5,10933
1182,NIFTY17OCT2425100PE,65,SELL,209.9,11 Oct 2024 10:45:14,BUY,200.85,11 Oct 2024 10:50:29,588.25,10933
1183,NIFTY17OCT2425150PE,65,BUY,137.85,14 Oct 2024 10:45:14,SELL,144.7,14 Oct 2024 11:03:44,445.25,10881
1183,NIFTY17OCT2425200PE,65,SELL,165.65,14 Oct 2024 10:45:14,BUY,173.3,14 Oct 2024 11:04:00,-497.25,10881
1184,NIFTY17OCT2425100PE,65,BUY,115.65,15 Oct 2024 10:45:14,SELL,121.4,15 Oct 2024 10:47:44,373.75,11219
1184,NIFTY17OCT2425150PE,65,SELL,144.05,15 Oct 2024 10:45:14,BUY,144.6,15 Oct 2024 10:48:00,-35.75,11219
1185,NIFTY17OCT2425050PE,65,BUY,88.3,16 Oct 2024 10:45:14,SELL,92.7,16 Oct 2024 10:49:44,286,11449.75
1185,NIFTY17OCT2425100PE,65,SELL,117.85,16 Oct 2024 10:45:14,BUY,118.7,16 Oct 2024 10:50:00,-55.25,11449.75
1186,NIFTY17OCT2424850PE,65,BUY,35.95,17 Oct 2024 10:45:14,SELL,37.7,17 Oct 2024 10:45:44,113.75,11596
1186,NIFTY17OCT2424900PE,65,SELL,72,17 Oct 2024 10:45:14,BUY,71.5,17 Oct 2024 10:46:00,32.5,11596
1187,NIFTY24OCT2424800PE,65,BUY,165.75,18 Oct 2024 10:45:14,SELL,159.05,18 Oct 2024 10:49:14,-435.5,11765
1187,NIFTY24OCT2424850PE,65,SELL,191.4,18 Oct 2024 10:45:14,BUY,182.1,18 Oct 2024 10:49:14,604.5,11765
1188,NIFTY24OCT2424800PE,65,BUY,128.35,21 Oct 2024 10:45:14,SELL,134.75,21 Oct 2024 11:10:44,416,11914.5
1188,NIFTY24OCT2424850PE,65,SELL,153.5,21 Oct 2024 10:45:14,BUY,157.6,21 Oct 2024 11:11:00,-266.5,11914.5
1189,NIFTY24OCT2424650PE,65,BUY,111.8,22 Oct 2024 10:45:14,SELL,117.35,22 Oct 2024 10:45:44,360.75,11878.75
1189,NIFTY24OCT2424700PE,65,SELL,135.55,22 Oct 2024 10:45:14,BUY,141.65,22 Oct 2024 10:46:00,-396.5,11878.75
1190,NIFTY24OCT2424500PE,65,BUY,103.4,23 Oct 2024 10:45:14,SELL,98.7,23 Oct 2024 10:45:29,-305.5,12038
1190,NIFTY24OCT2424550PE,65,SELL,127.5,23 Oct 2024 10:45:14,BUY,120.35,23 Oct 2024 10:45:29,464.75,12038
1191,NIFTY24OCT2424450PE,65,BUY,43.85,24 Oct 2024 10:45:14,SELL,46,24 Oct 2024 10:47:44,139.75,12018.5
1191,NIFTY24OCT2424500PE,65,SELL,86.95,24 Oct 2024 10:45:14,BUY,89.4,24 Oct 2024 10:48:00,-159.25,12018.5
1192,NIFTY31OCT2424150PE,65,BUY,148.4,25 Oct 2024 10:45:14,SELL,155.8,25 Oct 2024 10:48:44,481,11716.25
1192,NIFTY31OCT2424200PE,65,SELL,170.7,25 Oct 2024 10:45:14,BUY,182.75,25 Oct 2024 10:49:00,-783.25,11716.25
1193,NIFTY31OCT2424350PE,65,BUY,97.95,28 Oct 2024 10:45:14,SELL,102.8,28 Oct 2024 10:57:44,315.25,11508.25
1193,NIFTY31OCT2424400PE,65,SELL,118.25,28 Oct 2024 10:45:14,BUY,126.3,28 Oct 2024 10:58:00,-523.25,11508.25
1194,NIFTY31OCT2424150PE,65,BUY,103.65,29 Oct 2024 10:45:14,SELL,108.8,29 Oct 2024 10:45:44,334.75,11072.75
1194,NIFTY31OCT2424200PE,65,SELL,126.25,29 Oct 2024 10:45:14,BUY,138.1,29 Oct 2024 10:46:00,-770.25,11072.75
1195,NIFTY31OCT2424400PE,65,BUY,80.45,30 Oct 2024 10:45:14,SELL,72.15,30 Oct 2024 10:49:29,-539.5,11209.25
1195,NIFTY31OCT2424450PE,65,SELL,105.2,30 Oct 2024 10:45:14,BUY,94.8,30 Oct 2024 10:49:29,676,11209.25
1196,NIFTY31OCT2424200PE,65,BUY,14.55,31 Oct 2024 10:45:14,SELL,13.1,31 Oct 2024 10:45:29,-94.25,11365.25
1196,NIFTY31OCT2424250PE,65,SELL,27.95,31 Oct 2024 10:45:14,BUY,24.1,31 Oct 2024 10:45:29,250.25,11365.25
1197,NIFTY07NOV2423950PE,65,BUY,238.5,04 Nov 2024 10:45:14,SELL,250.4,04 Nov 2024 10:51:44,773.5,11612.25
1197,NIFTY07NOV2424000PE,65,SELL,264,04 Nov 2024 10:45:14,BUY,272.1,04 Nov 2024 10:52:00,-526.5,11612.25
1198,NIFTY07NOV2424050PE,65,BUY,217.4,05 Nov 2024 10:45:14,SELL,228.25,05 Nov 2024 11:24:44,705.25,11111.75
1198,NIFTY07NOV2424100PE,65,SELL,243.7,05 Nov 2024 10:45:14,BUY,262.25,05 Nov 2024 11:25:00,-1205.75,11111.75
1199,NIFTY07NOV2424350PE,65,BUY,157.15,06 Nov 2024 10:45:14,SELL,103.35,06 Nov 2024 10:53:29,-3497,11446.5
1199,NIFTY07NOV2424400PE,65,SELL,189,06 Nov 2024 10:45:14,BUY,130.05,06 Nov 2024 10:53:29,3831.75,11446.5
1200,NIFTY07NOV2424250PE,65,BUY,70.95,07 Nov 2024 10:45:14,SELL,61.7,07 Nov 2024 10:48:14,-601.25,11618.75
1200,NIFTY07NOV2424300PE,65,SELL,113.45,07 Nov 2024 10:45:14,BUY,101.55,07 Nov 2024 10:48:14,773.5,11618.75
1201,NIFTY14NOV2424200PE,65,BUY,163.05,08 Nov 2024 10:45:14,SELL,171.2,08 Nov 2024 11:07:44,529.75,11908
1201,NIFTY14NOV2424250PE,65,SELL,188.3,08 Nov 2024 10:45:14,BUY,192,08 Nov 2024 11:08:00,-240.5,11908
1202,NIFTY14NOV2424250PE,65,BUY,125.1,11 Nov 2024 10:45:14,SELL,131.35,11 Nov 2024 10:49:44,406.25,11989.25
1202,NIFTY14NOV2424300PE,65,SELL,150,11 Nov 2024 10:45:14,BUY,155,11 Nov 2024 10:50:00,-325,11989.25
1203,NIFTY14NOV2424150PE,65,BUY,125.6,12 Nov 2024 10:45:14,SELL,131.85,12 Nov 2024 10:45:44,406.25,11648
1203,NIFTY14NOV2424200PE,65,SELL,152,12 Nov 2024 10:45:14,BUY,163.5,12 Nov 2024 10:46:00,-747.5,11648
1204,NIFTY14NOV2423750PE,65,BUY,126.2,13 Nov 2024 10:45:14,SELL,111.65,13 Nov 2024 10:47:29,-945.75,11813.75
1204,NIFTY14NOV2423800PE,65,SELL,155.1,13 Nov 2024 10:45:14,BUY,138,13 Nov 2024 10:47:29,1111.5,11813.75
1205,NIFTY14NOV2423600PE,65,BUY,53.7,14 Nov 2024 10:45:14,SELL,56.35,14 Nov 2024 10:45:44,172.25,11303.5
1205,NIFTY14NOV2423650PE,65,SELL,93.45,14 Nov 2024 10:45:14,BUY,103.95,14 Nov 2024 10:46:00,-682.5,11303.5
1206,NIFTY21NOV2423350PE,65,BUY,128.05,18 Nov 2024 10:45:14,SELL,134.45,18 Nov 2024 10:48:44,416,10754.25
1206,NIFTY21NOV2423400PE,65,SELL,152,18 Nov 2024 10:45:14,BUY,166.85,18 Nov 2024 10:49:00,-965.25,10754.25
1207,NIFTY21NOV2423700PE,65,BUY,89.1,19 Nov 2024 10:45:14,SELL,93.55,19 Nov 2024 10:46:44,289.25,10842
1207,NIFTY21NOV2423750PE,65,SELL,111.65,19 Nov 2024 10:45:14,BUY,114.75,19 Nov 2024 10:47:00,-201.5,10842
1208,NIFTY21NOV2423300PE,65,BUY,23.05,21 Nov 2024 10:45:14,SELL,24.2,21 Nov 2024 10:45:44,74.75,10874.5
1208,NIFTY21NOV2423350PE,65,SELL,57.75,21 Nov 2024 10:45:14,BUY,58.4,21 Nov 2024 10:46:00,-42.25,10874.5
1209,NIFTY28NOV2423500PE,65,BUY,170,22 Nov 2024 10:45:14,SELL,178.5,22 Nov 2024 10:46:44,552.5,10741.25
1209,NIFTY28NOV2423550PE,65,SELL,192.75,22 Nov 2024 10:45:14,BUY,203.3,22 Nov 2024 10:47:00,-685.75,10741.25
1210,NIFTY28NOV2424250PE,65,BUY,118.8,25 Nov 2024 10:45:14,SELL,106.45,25 Nov 2024 11:06:00,-802.75,10871.25
1210,NIFTY28NOV2424300PE,65,SELL,138.9,25 Nov 2024 10:45:14,BUY,124.55,25 Nov 2024 11:06:00,932.75,10871.25
1211,NIFTY28NOV2424150PE,65,BUY,101.55,26 Nov 2024 10:45:14,SELL,93.35,26 Nov 2024 10:46:00,-533,11024
1211,NIFTY28NOV2424200PE,65,SELL,123.85,26 Nov 2024 10:45:14,BUY,113.3,26 Nov 2024 10:46:00,685.75,11024
1212,NIFTY28NOV2424150PE,65,BUY,62.15,27 Nov 2024 10:45:14,SELL,65.25,27 Nov 2024 10:46:44,201.5,11007.75
1212,NIFTY28NOV2424200PE,65,SELL,84.3,27 Nov 2024 10:45:14,BUY,87.65,27 Nov 2024 10:47:00,-217.75,11007.75
1213,NIFTY28NOV2424050PE,65,BUY,49.5,28 Nov 2024 10:45:14,SELL,51.95,28 Nov 2024 10:45:44,159.25,10653.5
1213,NIFTY28NOV2424100PE,65,SELL,71.1,28 Nov 2024 10:45:14,BUY,79,28 Nov 2024 10:46:00,-513.5,10653.5
1214,NIFTY05DEC2424200PE,65,BUY,228.5,29 Nov 2024 10:45:14,SELL,208.75,29 Nov 2024 10:49:29,-1283.75,10806.25
1214,NIFTY05DEC2424250PE,65,SELL,255.2,29 Nov 2024 10:45:14,BUY,233.1,29 Nov 2024 10:49:29,1436.5,10806.25
1215,NIFTY05DEC2424250PE,65,BUY,207.6,02 Dec 2024 10:45:14,SELL,217.95,02 Dec 2024 10:55:44,672.75,10630.75
1215,NIFTY05DEC2424300PE,65,SELL,236.95,02 Dec 2024 10:45:14,BUY,250,02 Dec 2024 10:56:00,-848.25,10630.75
1216,NIFTY05DEC2424500PE,65,BUY,175.55,03 Dec 2024 10:45:14,SELL,152,03 Dec 2024 11:23:29,-1530.75,10783.5
1216,NIFTY05DEC2424550PE,65,SELL,204.4,03 Dec 2024 10:45:14,BUY,178.5,03 Dec 2024 11:23:29,1683.5,10783.5
1217,NIFTY05DEC2424550PE,65,BUY,131.9,04 Dec 2024 10:45:14,SELL,138.45,04 Dec 2024 10:45:44,425.75,10793.25
1217,NIFTY05DEC2424600PE,65,SELL,159.05,04 Dec 2024 10:45:14,BUY,165.45,04 Dec 2024 10:46:00,-416,10793.25
1218,NIFTY05DEC2424450PE,65,BUY,168.1,05 Dec 2024 10:45:14,SELL,176.5,05 Dec 2024 10:46:44,546,10643.75
1218,NIFTY05DEC2424500PE,65,SELL,196.5,05 Dec 2024 10:45:14,BUY,207.2,05 Dec 2024 10:47:00,-695.5,10643.75
1219,NIFTY12DEC2424750PE,65,BUY,212.9,06 Dec 2024 10:45:14,SELL,223.5,06 Dec 2024 10:52:44,689,10627.5
1219,NIFTY12DEC2424800PE,65,SELL,239.1,06 Dec 2024 10:45:14,BUY,249.95,06 Dec 2024 10:53:00,-705.25,10627.5
1220,NIFTY12DEC2424650PE,65,BUY,187.65,09 Dec 2024 10:45:14,SELL,160.95,09 Dec 2024 10:47:29,-1735.5,10812.75
1220,NIFTY12DEC2424700PE,65,SELL,216,09 Dec 2024 10:45:14,BUY,186.45,09 Dec 2024 10:47:29,1920.75,10812.75
1221,NIFTY12DEC2424650PE,65,BUY,145.1,10 Dec 2024 10:45:14,SELL,126.9,10 Dec 2024 11:16:14,-1183,10978.5
1221,NIFTY12DEC2424700PE,65,SELL,173.8,10 Dec 2024 10:45:14,BUY,153.05,10 Dec 2024 11:16:14,1348.75,10978.5
1222,NIFTY12DEC2424700PE,65,BUY,105.9,11 Dec 2024 10:45:14,SELL,95.35,11 Dec 2024 11:33:29,-685.75,11124.75
1222,NIFTY12DEC2424750PE,65,SELL,138.5,11 Dec 2024 10:45:14,BUY,125.7,11 Dec 2024 11:33:29,832,11124.75
1223,NIFTY12DEC2424650PE,65,BUY,72.25,12 Dec 2024 10:45:14,SELL,75.85,12 Dec 2024 10:56:44,234,11186.5
1223,NIFTY12DEC2424700PE,65,SELL,116.5,12 Dec 2024 10:45:14,BUY,119.15,12 Dec 2024 10:57:00,-172.25,11186.5
1224,NIFTY19DEC2424250PE,65,BUY,204.15,13 Dec 2024 10:45:14,SELL,214.35,13 Dec 2024 10:46:14,663,11079.25
1224,NIFTY19DEC2424300PE,65,SELL,228.8,13 Dec 2024 10:45:14,BUY,240.65,13 Dec 2024 10:46:29,-770.25,11079.25
1225,NIFTY19DEC2424650PE,65,BUY,156.95,16 Dec 2024 10:45:14,SELL,164.75,16 Dec 2024 10:56:44,507,11225.5
1225,NIFTY19DEC2424700PE,65,SELL,181.15,16 Dec 2024 10:45:14,BUY,186.7,16 Dec 2024 10:57:00,-360.75,11225.5
1226,NIFTY19DEC2424450PE,65,BUY,159.95,17 Dec 2024 10:45:14,SELL,151.7,17 Dec 2024 10:46:29,-536.25,11365.25
1226,NIFTY19DEC2424500PE,65,SELL,187.45,17 Dec 2024 10:45:14,BUY,177.05,17 Dec 2024 10:46:29,676,11365.25
1227,NIFTY19DEC2424300PE,65,BUY,89.35,18 Dec 2024 10:45:14,SELL,81.95,18 Dec 2024 10:45:29,-481,11518
1227,NIFTY19DEC2424350PE,65,SELL,118.35,18 Dec 2024 10:45:14,BUY,108.6,18 Dec 2024 10:45:29,633.75,11518
1228,NIFTY19DEC2423950PE,65,BUY,32.5,19 Dec 2024 10:45:14,SELL,34.1,19 Dec 2024 10:48:44,104,11381.5
1228,NIFTY19DEC2424000PE,65,SELL,73,19 Dec 2024 10:45:14,BUY,76.7,19 Dec 2024 10:49:00,-240.5,11381.5
1229,NIFTY26DEC2423900PE,65,BUY,167.3,20 Dec 2024 10:45:14,SELL,161.7,20 Dec 2024 10:45:29,-364,11521.25
1229,NIFTY26DEC2423950PE,65,SELL,191.3,20 Dec 2024 10:45:14,BUY,183.55,20 Dec 2024 10:45:29,503.75,11521.25
1230,NIFTY26DEC2423750PE,65,BUY,76.2,23 Dec 2024 10:45:14,SELL,80,23 Dec 2024 10:48:44,247,11638.25
1230,NIFTY26DEC2423800PE,65,SELL,97.1,23 Dec 2024 10:45:14,BUY,99.1,23 Dec 2024 10:49:00,-130,11638.25
1231,NIFTY26DEC2423800PE,65,BUY,63.8,24 Dec 2024 10:45:14,SELL,66.95,24 Dec 2024 10:46:44,204.75,11469.25
1231,NIFTY26DEC2423850PE,65,SELL,85.15,24 Dec 2024 10:45:14,BUY,90.9,24 Dec 2024 10:47:00,-373.75,11469.25
1232,NIFTY26DEC2423700PE,65,BUY,27.85,26 Dec 2024 10:45:14,SELL,29.2,26 Dec 2024 10:45:44,87.75,11329.5
1232,NIFTY26DEC2423750PE,65,SELL,47.8,26 Dec 2024 10:45:14,BUY,51.3,26 Dec 2024 10:46:00,-227.5,11329.5
1233,NIFTY02JAN2524050PE,65,BUY,199.6,27 Dec 2024 10:45:14,SELL,209.55,27 Dec 2024 10:48:44,646.75,11453
1233,NIFTY02JAN2524100PE,65,SELL,227.7,27 Dec 2024 10:45:14,BUY,235.75,27 Dec 2024 10:49:00,-523.25,11453
1234,NIFTY02JAN2523900PE,65,BUY,164,30 Dec 2024 10:45:14,SELL,142.7,30 Dec 2024 10:45:29,-1384.5,11605.75
1234,NIFTY02JAN2523950PE,65,SELL,194.3,30 Dec 2024 10:45:14,BUY,170.65,30 Dec 2024 10:45:29,1537.25,11605.75
1235,NIFTY02JAN2523650PE,65,BUY,172.8,31 Dec 2024 10:45:14,SELL,181.4,31 Dec 2024 10:47:44,559,11306.75
1235,NIFTY02JAN2523700PE,65,SELL,201.55,31 Dec 2024 10:45:14,BUY,214.75,31 Dec 2024 10:48:00,-858,11306.75
1236,NIFTY02JAN2523750PE,65,BUY,151.25,01 Jan 2025 10:45:14,SELL,146.15,01 Jan 2025 10:47:29,-331.5,11443.25
1236,NIFTY02JAN2523800PE,65,SELL,180.1,01 Jan 2025 10:45:14,BUY,172.9,01 Jan 2025 10:47:29,468,11443.25
1237,NIFTY02JAN2523950PE,65,BUY,121.6,02 Jan 2025 10:45:14,SELL,102.15,02 Jan 2025 10:49:29,-1264.25,11713
1237,NIFTY02JAN2524000PE,65,SELL,150.6,02 Jan 2025 10:45:14,BUY,127,02 Jan 2025 10:49:29,1534,11713
1238,NIFTY09JAN2524050PE,65,BUY,186.9,03 Jan 2025 10:45:14,SELL,196.2,03 Jan 2025 10:54:44,604.5,11761.75
1238,NIFTY09JAN2524100PE,65,SELL,214.25,03 Jan 2025 10:45:14,BUY,222.8,03 Jan 2025 10:55:00,-555.75,11761.75
1239,NIFTY09JAN2523900PE,65,BUY,183,06 Jan 2025 10:45:14,SELL,192.15,06 Jan 2025 10:45:44,594.75,11534.25
1239,NIFTY09JAN2523950PE,65,SELL,212.65,06 Jan 2025 10:45:14,BUY,225.3,06 Jan 2025 10:46:00,-822.25,11534.25
1240,NIFTY09JAN2523800PE,65,BUY,164.2,07 Jan 2025 10:45:14,SELL,164.05,07 Jan 2025 10:46:00,-9.75,11696.75
1240,NIFTY09JAN2523850PE,65,SELL,192.85,07 Jan 2025 10:45:14,BUY,190.2,07 Jan 2025 10:46:00,172.25,11696.75
1241,NIFTY09JAN2523600PE,65,BUY,118.8,08 Jan 2025 10:45:14,SELL,110.3,08 Jan 2025 10:45:29,-552.5,11937.25
1241,NIFTY09JAN2523650PE,65,SELL,153,08 Jan 2025 10:45:14,BUY,140.8,08 Jan 2025 10:45:29,793,11937.25
1242,NIFTY09JAN2523650PE,65,BUY,64.6,09 Jan 2025 10:45:14,SELL,67.8,09 Jan 2025 10:45:44,208,11680.5
